artist_id,artist_name,genre
thomas-valverde-56221,THOMAS VALVERDE,Classique
lea-desandre-158234,LEA DESANDRE,Classique
fu-20501,FU,Jazz / Blues
thibaud-choplin-112685,THIBAUD CHOPLIN,Humour
les-stentors-110798,LES STENTORS,Variété Française
soolking-171695,SOOLKING,Hip-Hop/Rap/R'n'B
speakeasy---cie-the-rat-pack-162649,SPEAKEASY - Cie The Rat Pack,Cirque
lacraps-141799,LACRAPS,Hip-Hop/Rap/R'n'B
serge-balsamo-114494,SERGE BALSAMO,Jazz / Blues
mammane-sani-129147,MAMMANE SANI,Electro
zaz-82747,ZAZ,Scène Française
quatuor-ebene-51152,QUATUOR EBENE,Classique
tayc-179085,TAYC,Hip-Hop/Rap/R'n'B
naho-75408,NAHO,Humour
quintana-dead-blues-experience-181159,QUINTANA DEAD BLUES EXPERIENCE,Rock
emmanuel-villaume-201899,EMMANUEL VILLAUME,Classique
charlie-winston-58294,CHARLIE WINSTON,Variété pop internationale
sambaia-167400,SAMBAIA,World
the-voices-of-new-orleans-34038,THE VOICES OF NEW ORLEANS,Jazz / Blues
vitaa-41691,VITAA,Variété Française
dj-foutrack-deluxe-184014,DJ FOUTRACK DELUXE,Dj
massive-attack-16014,MASSIVE ATTACK,Electro
boys-noize-46678,BOYS NOIZE,Electro
mederic-collignon-16534,MEDERIC COLLIGNON,Jazz / Blues
disiz-16772,DISIZ,Hip-Hop/Rap/R'n'B
max-zita-39358,MAX ZITA,Gospel
pendulum-37753,PENDULUM,Electro
roosevelt-109768,ROOSEVELT,Electro
davodka-145167,DAVODKA,Hip-Hop/Rap/R'n'B
arthis-69802,ARTHIS,Scène Française
manon-bril-237873,MANON BRIL,Spectacles / cabaret
avishai-cohen-contrebasse-20765,AVISHAI COHEN (contrebasse),Jazz / Blues
gizelle-smith-77061,GIZELLE SMITH,Soul/Funk/Groove
carl-craig-17180,CARL CRAIG,Electro
amami-180046,AMAMI,Electro
fox-nigon-179694,FOX NIGON,Jazz / Blues
lucie-carbone-198709,LUCIE CARBONE,Humour
airbourne-55833,AIRBOURNE,Métal/Hard-Rock
orchestra-baobab-21980,ORCHESTRA BAOBAB,World
freddy-mc-bobin-224147,FREDDY MC BOBIN,Scène Française
pascal-legitimus-91286,PASCAL LEGITIMUS,Humour
le-plus-grand-cabaret-du-monde---patrick-sebastien-182609,LE PLUS GRAND CABARET DU MONDE - PATRICK SEBASTIEN,Spectacles / cabaret
gilbert-192195,GILBERT,Humour
gyasi-202345,GYASI,Rock
etat-des-gueux-12030,DAVID CARRETTA,Electro
small-and-tall-180059,SMALL AND TALL,Rock
queen-symphonic-169494,QUEEN SYMPHONIC,Spectacle Musical
dave-blenkhorn-106907,DAVE BLENKHORN,Jazz / Blues
vivant-jeremy-demay-12719,ANA SALAZAR,World
capital-monkey-142678,CAPITAL MONKEY,Dj
les-musiciens-du-louvre-46029,LES MUSICIENS DU LOUVRE,Classique
eloise-decazes-81102,ELOISE DECAZES,Scène Française
86-crew-24268,8°6 CREW,Reggae
sol-hess-100070,SOL HESS  & THE SYMPATIK'S,Scène Française
lunar-tombfields-204885,LUNAR TOMBFIELDS,Métal/Hard-Rock
merwane-benlazar-181737,MERWANE BENLAZAR,Humour
rk-169847,RK,Hip-Hop/Rap/R'n'B
johnny-fay-172836,JOHNNY FAY,Scène Française
m-pokora-34000,M. POKORA,Variété Française
orphx-108886,ORPHX,Electro
az-171319,AZ,Humour
intenable-121746,INTENABLE,Scène Française
les-comedies-musicales---la-tournee-officielle-215335,LES COMEDIES MUSICALES - LA TOURNEE OFFICIELLE,Spectacle Musical
bastien-lallemant-26410,BASTIEN LALLEMANT,Scène Française
lerotisme-de-vivre-catherine-ringer-14075,AINA,Rock
luigi-tozzi-149127,LUIGI TOZZI,Electro
a-guy-called-gerald-13149,A GUY CALLED GERALD,Electro
josh-wink-13449,JOSH WINK,Electro
bernard-lavilliers-6728,BERNARD LAVILLIERS,Variété Française
klek-entos-207451,KLEK ENTOS,Spectacle/évènement
alexandre-kominek-164628,ALEXANDRE KOMINEK,Humour
jean-paul-poletti-21171,JEAN PAUL POLETTI & LE CHOEUR D'HOMMES DE SARTENE,World
mandragora-156500,MANDRAGORA,Dj
orbel-176470,ORBEL,Scène Française
lenny-kravitz-16471,LENNY KRAVITZ,Rock
laffaire-brassens-102653,L'AFFAIRE BRASSENS,Spectacle Musical
j4zzary-230945,J4ZZARY,Jazz / Blues
frederic-fromet-26934,FREDERIC FROMET,Humour
marion-roch-146668,MARION ROCH,Scène Française
we-hate-you-please-die-170942,WE HATE YOU PLEASE DIE,Rock
the-primevals-94615,THE PRIMEVALS,Rock
daytona-11562,DAYTONA,Scène Française
sarah-172489,SARA'H,Scène Française
les-ramoneurs-de-menhirs-35571,LES RAMONEURS DE MENHIRS,Scène Française
apostol-cumbia-126039,APOSTOL CUMBIA,World
belinda-davids---a-tribute-to-whitney-houston-151980,BELINDA DAVIDS - A TRIBUTE TO WHITNEY HOUSTON,Spectacles / cabaret
krappy-sounds-226179,KRAPPY SOUNDS,Dj
how-to-be-a-gentleman--5017,LE WORKSHOP DE LYON,Jazz / Blues
ricky-norton-1730,RICKY NORTON,Rock
youn-sun-nah-11313,YOUN SUN NAH,Jazz / Blues
kokoko--158718,KOKOKO !,Electro
aime-simone-187575,AIME SIMONE,Rock
carmen-julien-lestel-230697,CARMEN (Julien Lestel),Danse
gad-elmaleh-48146,GAD ELMALEH,Humour
generation-django-212129,GENERATION DJANGO,Jazz / Blues
lexpert-humoriste-amine-radi-14033,WILLY,Jazz / Blues
king-mud-156084,KING MUD,Rock
trop-gentil-nicolas-lacroix-14087,MANU LANN HUEL,World
obradovic-tixier-duo-176552,OBRADOVIC TIXIER DUO,Jazz / Blues
goldmen-tribute-to-fredericks-goldman-jones-242891,GOLDMEN (Tribute to Fredericks Goldman Jones),Variété Française
johnny-gallagher-80064,JOHNNY GALLAGHER,Jazz / Blues
jerusalem-string-quartet-61029,JERUSALEM STRING QUARTET,Classique
michel-fugain-712,MICHEL FUGAIN,Variété Française
octo-octa-158581,OCTO OCTA,Electro
daguerre-25732,DAGUERRE,Scène Française
orchestre-national-bordeaux-aquitaine-onba-55282,ORCHESTRE NATIONAL BORDEAUX AQUITAINE (ONBA),Classique
public-memory-203035,PUBLIC MEMORY,Rock
casse-noisette-british-festival-ballet-234901,CASSE-NOISETTE (British Festival Ballet),Danse
the-datsuns-25774,THE DATSUNS,Rock
nature-florent-peyre-12669,HARRY MORSE PROJECT,Electro
kids-united-143807,KIDS UNITED,Variété Française
mc-solaar-5267,MC SOLAAR,Hip-Hop/Rap/R'n'B
opsa-deheli-139920,OPSA DEHELI,World
nasty-joe-160350,NASTY JOE,Rock
orchestre-paris-classik-51597,ORCHESTRE PARIS CLASSIK,Classique
soulfly-15627,SOULFLY,Métal/Hard-Rock
mathieu-calzan-171485,MATHIEU CALZAN,Jazz / Blues
belaria-192357,BELARIA,Dj
steph-strings-205425,STEPH STRINGS,Jazz / Blues
manu-katche-21917,MANU KATCHE,Jazz / Blues
vincent-sangare-balse-69541,VINCENT SANGARE BALSE,Classique
pierre-thevenoux-est-marrant--normalement-11965,GEMINI,Métal/Hard-Rock
patrice-laffont-92753,PATRICE LAFFONT,Humour
suif-209295,SUIF,Rock
le-seigneur-des-anneaux--le-retour-du-roi-204443,LE SEIGNEUR DES ANNEAUX : LE RETOUR DU ROI,Ciné-concert
charlotte-grenat-225639,CHARLOTTE GRENAT,Scène Française
maissiat-107115,MAISSIAT,Scène Française
chilla-163199,CHILLA,Hip-Hop/Rap/R'n'B
casse-noisette-le-ballet-et-lorchestre-de-lopera-national-de-russie-133100,CASSE NOISETTE (Le Ballet et l'Orchestre de l'Opera National de Russie),Classique
gala-detoiles-alexandra-cardinale-201315,GALA D'ETOILES (Alexandra Cardinale),Danse
yl-169765,YL,Hip-Hop/Rap/R'n'B
yarol-28018,YAROL,Scène Française
gabriella-143598,GABRIELLA,Scène Française
anouar-brahem-14412,ANOUAR BRAHEM,World
jerusalem-in-my-heart-127367,JERUSALEM IN MY HEART,World
one-man--musical-430,GERARD MARAIS,Jazz / Blues
les-hurlements-dleo-157322,LES HURLEMENTS D'LEO,Scène Française
aya-nakamura-159235,AYA NAKAMURA,Hip-Hop/Rap/R'n'B
on-ne-peut-plus-rien-rire-13613,FUTURE CUT,Electro
stories-runstopfallrise-rb-dance-company-182054,STORIES RUN.STOP.FALL.RISE (Rb Dance Company),Danse
happy-anthony-kavanagh-12851,PEGROU,Scène Française
antoine-millet-224221,ANTOINE MILLET,Classique
bomel-201545,BOMEL,Electro
eddy-la-gooyatsh-29376,EDDY LA GOOYATSH,Scène Française
napkins-blues-band-141537,NAPKINS BLUES BAND,Jazz / Blues
retour-vers-mon-futur-239265,RETOUR VERS MON FUTUR,Danse
bjork-7458,BJORK,Rock
walter-astral-194369,WALTER ASTRAL,Scène Française
brigitte-65662,BRIGITTE,Scène Française
caravan-palace-42122,CARAVAN PALACE,Scène Française
black-lives-from-generation-to-generation-195481,BLACK LIVES (From Generation to Generation),Spectacle Musical
steresis-157553,STERESIS,Rock
al-mckays-earth-wind-1063,AL MCKAY'S EARTH WIND & FIRE EXPERIENCE,Soul/Funk/Groove
landmvrks-142410,LANDMVRKS,Métal/Hard-Rock
wazou-romain-villoteau-130814,WAZOU (Romain Villoteau),Spectacle pour enfants
imbert-imbert-38800,IMBERT IMBERT,Scène Française
hooveriii-200665,HOOVERIII,Rock
yabin-dance-company-237713,YABIN DANCE COMPANY,Danse
rose-37078,ROSE,Scène Française
jihem-rita-194985,JIHEM RITA,World
mathieu-salama-133750,MATHIEU SALAMA,Classique
roger-kemp-biwandu-48018,"ROGER ""KEMP"" BIWANDU",Jazz / Blues
narvalo-92165,NARVALO,Scène Française
it-it-anita-130465,IT IT ANITA,Rock
la-route-de-la-soie-ballet-national-de-russie--kazan--128671,LA ROUTE DE LA SOIE (Ballet national de Russie « Kazan »),Spectacle Musical
french-79-137363,FRENCH 79,Electro
ilyes-djadel-147293,ILYES DJADEL,Humour
bon-voyage-organisation-144464,BON VOYAGE ORGANISATION,Soul/Funk/Groove
ricardo-villalobos-22762,RICARDO VILLALOBOS,Dj
electro-deluxe-28123,ELECTRO DELUXE,Soul/Funk/Groove
baptiste-lecaplain-58131,BAPTISTE LECAPLAIN,Humour
baptiste-herbin-67025,BAPTISTE HERBIN,Jazz / Blues
frederic-francois-331,FREDERIC FRANCOIS,Variété Française
lord-friday-the-13th-225069,LORD FRIDAY THE 13TH,Punk
vanessa-kayo-101664,VANESSA KAYO,Humour
last-train-133766,LAST TRAIN,Scène Française
fally-ipupa-39174,FALLY IPUPA,World
here-lies-man-166509,HERE LIES MAN,Rock
nolwenn-leroy-26932,NOLWENN LEROY,Variété Française
mandala-man-171492,MANDALA MAN,Rock
kasper-toeplitz-52359,KASPER TOEPLITZ,Electro
nadau-19624,NADAU,World
camerata-aquitania-orchestra-177540,CAMERATA AQUITANIA ORCHESTRA,Classique
le-disco-des-oiseaux-mosai-188315,LE DISCO DES OISEAUX (Mosai & Vincent),Spectacle pour enfants
edouard-deloignon-187857,EDOUARD DELOIGNON,Humour
hans-zimmer-live-143321,HANS ZIMMER LIVE,Variété pop internationale
hilight-tribe-10551,HILIGHT TRIBE,Electro
o-triozinho-108034,O TRIOZINHO,World
bruno-salomone-141560,BRUNO SALOMONE,Humour
jazz-river-147772,JAZZ RIVER,Jazz / Blues
jakub-jozef-orlinski-170748,JAKUB JOZEF ORLINSKI,Classique
dans-les-yeux-daudrey-francois-mauduit-216001,DANS LES YEUX D'AUDREY (François Mauduit),Danse
scntst-aka-skee-mask-105414,SCNTST aka SKEE MASK,Dj
bananagun-187731,BANANAGUN,Electro
el-vidocq-153572,EL VIDOCQ,Scène Française
vincent-niclo-127652,VINCENT NICLO,Classique
messmer-126710,MESSMER,Spectacles / cabaret
chiloo-187267,CHILOO,Hip-Hop/Rap/R'n'B
michael-flatleys-lord-of-the-dance-11643,MICHAEL FLATLEY'S LORD OF THE DANCE,Spectacle Musical
le-chanteur-de-mexico-38412,LE CHANTEUR DE MEXICO,Classique
bordeaux-mass-choir-157211,BORDEAUX MASS CHOIR,Gospel
sopico-155555,SOPICO,Hip-Hop/Rap/R'n'B
disney-100-ans--le-concert-evenement-201175,DISNEY 100 ANS : LE CONCERT EVENEMENT,Spectacle Musical
gyorgy-kurtag-56609,GYORGY KURTAG,Classique
kelly-aura-218875,KELLY AURA,World
infirmiere-sa-mere-11854,ELVITA LATIN BAND,World
blaubird-158815,BLAUBIRD,Scène Française
koba-lad-170901,KOBA LAD,Hip-Hop/Rap/R'n'B
francois-corneloup-802,FRANCOIS CORNELOUP,Jazz / Blues
sebastien-capazza-194983,SEBASTIEN CAPAZZA,Jazz / Blues
moha-mmz-237091,MOHA MMZ,Hip-Hop/Rap/R'n'B
la-grande-poste-comedy-club-243789,LA GRANDE POSTE COMEDY CLUB,Humour
mary-lasterisk-40992,MARY L'ASTERISK,Scène Française
da-silva-30609,DA SILVA,Scène Française
bun-hay-mean-118636,BUN HAY MEAN,Humour
ambre-74234,AMBRE,Variété Française
stephane-seva-11683,STEPHANE SEVA,Jazz / Blues
elisabeth-buffet-48359,ELISABETH BUFFET,Humour
dailleurs-gad-elmaleh-12444,ENSEMBLE YASAVI,World
fk-the-jazz-169232,F..K THE JAZZ!,Jazz / Blues
the-dire-straits-experience-149544,THE DIRE STRAITS EXPERIENCE,Variété pop internationale
gil-et-ben--reunis-12583,HERBALISTIC SOUND SYSTEM,Reggae
christophe-dal-sasso-28427,CHRISTOPHE DAL SASSO,Jazz / Blues
jeanne-mas-1532,JEANNE MAS,Variété Française
max-romeo-2815,MAX ROMEO,Reggae
sofiane-pamart-174547,SOFIANE PAMART,Hip-Hop/Rap/R'n'B
ash-code-153430,ASH CODE,Electro
voilaaa-sound-system-151668,VOILAAA SOUND SYSTEM,Electro
fiuminale-195609,FIUMINALE,Scène Française
thea-217511,THEA,Scène Française
alexandre-desplat-186659,ALEXANDRE DESPLAT,Classique
emma-ruth-rundle-170448,EMMA RUTH RUNDLE,Rock
rick-margitza-20923,RICK MARGITZA,Jazz / Blues
ensemble-pygmalion-54320,ENSEMBLE PYGMALION,Classique
peter-gabriel-16485,PETER GABRIEL,Variété pop internationale
byron-the-aquarius-169956,BYRON THE AQUARIUS,Electro
muse-11171,MUSE,Rock
prince-waly-153872,PRINCE WALY,Hip-Hop/Rap/R'n'B
novo-trio-dende-169240,NOVO TRIO DENDE,World
les-franglaises-88420,LES FRANGLAISES,Spectacle Musical
las-aves-ex-the-dodoz-33537,LAS AVES (ex The Dodoz),Scène Française
nusky-168182,NUSKY,Hip-Hop/Rap/R'n'B
le-sublime-sabotage-12120,JEAN LOUIS POMMIER,Jazz / Blues
sjuwana-byers-29095,SJUWANA BYERS & CHILDREN OF GOD,Jazz / Blues
mobb-deep-29977,MOBB DEEP,Hip-Hop/Rap/R'n'B
laurent-baffie-se-pose-des-questions-12180,SOUL PARTY,Soul/Funk/Groove
stars-80-une-autre-histoire-182715,STARS 80 UNE AUTRE HISTOIRE,Spectacle/évènement
dan-tepfer-28628,DAN TEPFER,Jazz / Blues
tango-nuevo-31935,TANGO NUEVO,Jazz / Blues
kimberose-159663,KIMBEROSE,Soul/Funk/Groove
carlos-co-92032,CARLOS CO,World
aurus-181066,AURUS,Scène Française
glory-alleluia-13421,IZI,Scène Française
colonel-reyel-95592,COLONEL REYEL,Reggae
rouquine-184021,ROUQUINE,Scène Française
holiday-on-ice---supernova-186755,HOLIDAY ON ICE - SUPERNOVA,Spectacle Musical
soprano-39788,SOPRANO,Hip-Hop/Rap/R'n'B
mister-frenchwax-151902,MISTER FRENCHWAX,Dj
wyman-low-138773,WYMAN LOW & THE RAVERS,Reggae
boeuf-fabien-boeuf-10542,BOEUF (FABIEN BOEUF),Scène Française
alban-ivanov-85413,ALBAN IVANOV,Humour
nathalie-fortin-177578,NATHALIE FORTIN,Classique
les-quatre-saisons-de-vivaldi-176024,LES QUATRE SAISONS DE VIVALDI,Spectacle Musical
lili-cros-186795,LILI CROS & THIERRY CHAZELLE,Scène Française
alexandre-kantorow-148229,ALEXANDRE KANTOROW,Classique
arma-jackson-178447,ARMA JACKSON,Hip-Hop/Rap/R'n'B
sinik-30230,SINIK,Hip-Hop/Rap/R'n'B
marine-baousson-119504,MARINE BAOUSSON,Humour
artus-22076,ARTUS,Scène Française
lang-lang-48450,LANG LANG,Classique
meltheads-230651,MELTHEADS,Rock
barber-shop-quartet-29113,BARBER SHOP QUARTET,Jazz / Blues
new-gospel-family-23900,NEW GOSPEL FAMILY,Gospel
the-avener-136191,THE AVENER,Electro
izar-233497,IZAR,Jazz / Blues
la-la-land---cine-concert-174646,LA LA LAND - CINE CONCERT,Ciné-concert
warren-zavatta-61871,WARREN ZAVATTA,Humour
resolve-190739,RESOLVE,Métal/Hard-Rock
skegss-173055,SKEGSS,Rock
greyborn-189809,GREYBORN,Rock
macera-cie-pyramid-234493,MACERA (Cie Pyramid),Spectacle Musical
loic-lantoine-14406,LOIC LANTOINE,Scène Française
grand-corps-malade-31419,GRAND CORPS MALADE,Hip-Hop/Rap/R'n'B
the-last-internationale-133088,THE LAST INTERNATIONALE,Rock
eddy-de-pretto-138741,EDDY DE PRETTO,Scène Française
les-10-commandements-lenvie-daimer-220961,"LES 10 COMMANDEMENTS, L'ENVIE D'AIMER",Spectacle Musical
the-comic-late-show-1144,NINA MORATO,Scène Française
emmet-cohen-172042,EMMET COHEN,Jazz / Blues
paris-le-spectacle--133153,"PARIS, LE SPECTACLE !",Spectacle Musical
dependance-affective-321,RABBIT'S SORROW,Electro
dusty-dandy-233499,DUSTY DANDY,Rock
les-annees-80---la-tournee-67227,LES ANNEES 80 - LA TOURNEE,Variété Française
juliette-armanet-47101,JULIETTE ARMANET,Scène Française
kenny-dope-48604,KENNY DOPE,Dj
not-scientists-130169,NOT SCIENTISTS,Rock
west-side-story---deux-bandes-rivales-un-amour-impossible-arthur-laurents-119291,WEST SIDE STORY - DEUX BANDES RIVALES. UN AMOUR IMPOSSIBLE (Arthur Laurents),Spectacle Musical
berri-txarrak-33887,BERRI TXARRAK,Rock
choeurs-de-lorchestre-national-de-bordeaux--onb-162631,CHOEURS DE L'ORCHESTRE NATIONAL DE BORDEAUX / ONB,Classique
robin-skouteris-178980,ROBIN SKOUTERIS,Dj
ca-patine-a-tokyo-243447,CA PATINE A TOKYO,Spectacle/évènement
point-mort-166299,POINT MORT,Métal/Hard-Rock
jerome-niel-188739,JEROME NIEL,Humour
margaret-dygas-111830,MARGARET DYGAS,Dj
a-place-to-bury-strangers-52889,A PLACE TO BURY STRANGERS,Rock
francesco-tristano-40441,FRANCESCO TRISTANO,Musique contemporaine
les-sourds-doues-sur-un-malentendu-1747,L'ORCHESTRE DU BUISSON,Scène Française
camille-giry-198337,CAMILLE GIRY,Humour
choeur-de-lopera-national-de-bordeaux-114159,CHOEUR DE L'OPERA NATIONAL DE BORDEAUX,Classique
young-marco-139609,YOUNG MARCO,Dj
50-ans-damour--14537,HEIN VAN GEYN,Jazz / Blues
monsieur-fraize-marc-57977,MONSIEUR FRAIZE (Marc),Humour
olivia-ruiz-27252,OLIVIA RUIZ,Scène Française
leslie-lewis-116576,LESLIE LEWIS,Jazz / Blues
ana-carla-maza-118708,ANA CARLA MAZA,Classique
lou-167535,LOU,Variété Française
alain-sourigues-11688,ALAIN SOURIGUES,Scène Française
phil-asher-65443,PHIL ASHER,Dj
marianne-james-10453,MARIANNE JAMES,Spectacle Musical
dan-shake-136008,DAN SHAKE,Dj
a2h-122897,A2H,Hip-Hop/Rap/R'n'B
civic-212077,CIVIC,Punk
fille-a-papa-13799,TRANSBEAUCE,Electro
ondes-237087,ONDES,Scène Française
richard-sabak-171763,RICHARD SABAK,Humour
polo-146852,POLO & PAN,Electro
theodort-234647,THEODORT,World
rolando-luna-162720,ROLANDO LUNA,Jazz / Blues
dragonball-in-concert-202325,DRAGONBALL IN CONCERT,Ciné-concert
viagra-boys-169050,VIAGRA BOYS,Rock
edgar-moreau-83639,EDGAR MOREAU,Classique
bilal-hassani-176652,BILAL HASSANI,Variété Française
zazie-1693,ZAZIE,Variété Française
lynda-lemay-829,LYNDA LEMAY,Variété Française
the-utopians-225113,THE UTOPIANS,Rock
hauser-180457,HAUSER,Spectacle Musical
ibrahim-maalouf-40173,IBRAHIM MAALOUF,Jazz / Blues
barbara-carlotti-29620,BARBARA CARLOTTI,Scène Française
the-musical-story-of-elvis-219007,THE MUSICAL STORY OF ELVIS,Spectacle Musical
lewis-ofman-151556,LEWIS OFMAN,Electro
gigsta-164856,GIGSTA,Dj
mark-knopfler-699,MARK KNOPFLER,Variété pop internationale
stephane-degout-67943,STEPHANE DEGOUT,Classique
les-hommes-viennent-de-mars-les-femmes-de-venus-13635,MERE THERESKA,Reggae
saez-11695,SAEZ,Scène Française
zoufris-maracas-93846,ZOUFRIS MARACAS,Scène Française
noe-preszow-183137,NOE PRESZOW,Scène Française
mezigue-158295,MEZIGUE,Dj
charles-aznavour-237,CHARLES AZNAVOUR,Variété Française
jean-christophe-charnay-192253,JEAN CHRISTOPHE CHARNAY,Scène Française
ale-kali-120279,ALE KALI,World
the-scanners-43406,THE SCANNERS,Rock
sabine-devieilhe-112217,SABINE DEVIEILHE,Classique
joie-de-vivre-1117,STEVE VERBEKE,Jazz / Blues
timothe-poissonnet-146241,TIMOTHE POISSONNET,Humour
jean-paul-gasparian-64411,JEAN PAUL GASPARIAN,Classique
kery-james-23398,KERY JAMES,Hip-Hop/Rap/R'n'B
romain-leleu-42268,ROMAIN LELEU,Jazz / Blues
seong-jin-cho-140437,SEONG JIN CHO,Classique
secteur-a-8841,SECTEUR A,Hip-Hop/Rap/R'n'B
jeck-131456,JECK,Scène Française
pierre-emmanuel-barre-106825,PIERRE EMMANUEL BARRE,Humour
eat-girls-210401,EAT GIRLS,Rock
videoclub-176204,VIDEOCLUB,Scène Française
attic-ted-132714,ATTIC TED,Electro
dennis-alcapone-20550,DENNIS ALCAPONE,Reggae
mathieu-tarot-81073,MATHIEU TAROT,Jazz / Blues
sam-quealy-191427,SAM QUEALY,Variété pop internationale
dj-krush-9978,DJ KRUSH,Electro
yamen-179729,YAMEN & EDA,Electro
the-wave-chargers-160220,THE WAVE CHARGERS,Rock
the-skatalites-2987,THE SKATALITES,Reggae
la-belle-au-bois-dormant-st-petersbourg-ballets-russes-129636,LA BELLE AU BOIS DORMANT (St Petersbourg Ballets Russes),Danse
julie-rousseau-30537,JULIE ROUSSEAU,Scène Française
nanowar-of-steel-89123,NANOWAR OF STEEL,Métal/Hard-Rock
o-olivier-marguerit-146739,O (OLIVIER MARGUERIT),Rock
holiday-on-ice-75-ans-173046,HOLIDAY ON ICE 75 ANS,Spectacle/évènement
jeremy-charbonnel-98447,JEREMY CHARBONNEL,Humour
bigflo-et-oli-104536,BIGFLO ET OLI,Hip-Hop/Rap/R'n'B
thomas-angelvy-152355,THOMAS ANGELVY,Humour
ekaterina-semenchuk-188219,EKATERINA SEMENCHUK,Classique
herve-pagez-182188,HERVE PAGEZ,Electro
starfucker--strfkr-4618,STARFUCKER / STRFKR,Electro
capsula-72636,CAPSULA,Rock
rue-oberkampf-224349,RUE OBERKAMPF,Rock
identified-patient-174965,IDENTIFIED PATIENT,Electro
th-da-freak-161814,TH DA FREAK,Rock
le-concert-extraordinaire---pop-legends-194241,LE CONCERT EXTRAORDINAIRE - POP LEGENDS,Spectacle Musical
dj-grandmaster-flash-12763,DJ GRANDMASTER FLASH,Dj
blind-delon-174616,BLIND DELON,Electro
gabriel-durliat-207853,GABRIEL DURLIAT,Classique
pastors-of-muppets-66123,PASTORS OF MUPPETS,Scène Française
texas-4558,TEXAS,Variété pop internationale
gave-style-180501,GAVE STYLE,Humour
randomer-127762,RANDOMER,Electro
trois-cafes-gourmands-147491,TROIS CAFES GOURMANDS,Scène Française
8ruki-180209,8RUKI,Hip-Hop/Rap/R'n'B
triwap-92155,TRIWAP,Scène Française
sourdure-108122,SOURDURE,Electro
les-jumjums-227129,LES JUMJUMS,Spectacle Musical
nicki-minaj-108996,NICKI MINAJ,Hip-Hop/Rap/R'n'B
les-vulves-assassines-174824,LES VULVES ASSASSINES,Scène Française
quentin-sauve-174952,QUENTIN SAUVE,Rock
robert-le-diable-12150,ROBERT LE DIABLE,Scène Française
guillo-14005,GUILLO,Scène Française
les-cowboys-fringants-28380,LES COWBOYS FRINGANTS,Scène Française
les-municipaux-13759,ATLIXCO,World
contrebrassens-pauline-dupuy-111163,CONTREBRASSENS (Pauline Dupuy),Variété Française
molecule-48592,MOLECULE,Electro
irreprochable-12653,BESSY GORDON,World
camille-181648,CAMILLE & JULIE BERTHOLLET,Classique
dj-deep-23656,DJ DEEP,Electro
placebo-184,PLACEBO,Rock
die-cabine-167929,DIE CABINE,Rock
charlie-plane-98540,CHARLIE PLANE,Scène Française
matmatah-8341,MATMATAH,Scène Française
la-dame-de-pierre-215243,LA DAME DE PIERRE,Spectacle Musical
le-seigneur-des-anneaux--les-deux-tours-118794,LE SEIGNEUR DES ANNEAUX : LES DEUX TOURS,Ciné-concert
la-rumeur-14829,LA RUMEUR,Hip-Hop/Rap/R'n'B
alexis-le-rossignol-158872,ALEXIS LE ROSSIGNOL,Humour
biga-ranx-89323,BIGA RANX,Reggae
cie-les-maitres-sonneurs-179092,CIE LES MAITRES SONNEURS,Classique
sum-41-22893,SUM 41,Rock
ancient-emblem-134245,ANCIENT EMBLEM,Métal/Hard-Rock
skone-skone-182353,SKONE (Sköne),Electro
disney-sur-glace---la-grande-aventure-198305,DISNEY SUR GLACE - LA GRANDE AVENTURE,Spectacle pour enfants
nostromo-15017,NOSTROMO,Métal/Hard-Rock
danyl-181848,DANYL,Hip-Hop/Rap/R'n'B
baptiste-trotignon-2040,BAPTISTE TROTIGNON,Jazz / Blues
lune-et-lautre-la-grande-sophie-et-delphine-de-vigan-158099,L'UNE ET L'AUTRE (La Grande Sophie et Delphine de Vigan),Spectacle/évènement
askehoug-105916,ASKEHOUG,Scène Française
jose-cruz-72785,JOSE CRUZ,Humour
tempers-128886,TEMPERS,Rock
kognitif-131757,KOGNITIF,Electro
orchestre-de-lopera-de-limoges-157883,ORCHESTRE DE L'OPERA DE LIMOGES,Classique
gojira-21008,GOJIRA,Métal/Hard-Rock
elliott-armen-189127,ELLIOTT ARMEN,Jazz / Blues
les-freres-brothers-11453,LES FRERES BROTHERS,Scène Française
tete-de-kong-11868,BRAHEM/HOLLAND/SURMAN,Jazz / Blues
stephanie-jarroux-140824,STEPHANIE JARROUX,Humour
boulevard-des-airs-31746,BOULEVARD DES AIRS,Scène Française
desperate-housemen-108928,DESPERATE HOUSEMEN,Humour
di-meh-160432,DI MEH,Hip-Hop/Rap/R'n'B
julien-clerc-5405,JULIEN CLERC,Variété Française
okilly-dokilly-178898,OKILLY DOKILLY,Métal/Hard-Rock
travaux-denfer-12561,DSK,Métal/Hard-Rock
dj-emmat-90180,DJ EMMAT,Dj
cate-le-bon-113704,CATE LE BON,Variété pop internationale
simon-astier-238855,SIMON ASTIER,Humour
partie-a-trois-137236,PARTIE A TROIS,Scène Française
lara-fabian-7137,LARA FABIAN,Variété Française
orelsan-57017,ORELSAN,Hip-Hop/Rap/R'n'B
arnaud-rebotini-18807,ARNAUD REBOTINI,Electro
telegram-147291,TELEGRAM,Rock
anna-karenine-boris-eifman-ballet-176684,ANNA KARENINE (Boris Eifman Ballet),Danse
lucio-bukowski-129085,LUCIO BUKOWSKI,Hip-Hop/Rap/R'n'B
dewolff-81347,DEWOLFF,Rock
orville-peck-180138,ORVILLE PECK,Rock
desire-23880,DESIRE,Electro
